line,Trait,trait_value,Reference,# lines measured,Sex,Life_stage,Trait guild,Trait description,study_ID,Pooled,Trait_nice,Trait_ID
808,fitness.early.life.m,-0.7674744975821887,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 2-3 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness early life (M),335
810,fitness.early.life.m,0.07854880073043258,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 2-3 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness early life (M),335
820,fitness.early.life.m,0.16952693054897827,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 2-3 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness early life (M),335
821,fitness.early.life.m,-1.4155780962895574,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 2-3 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness early life (M),335
832,fitness.early.life.m,-1.8211478954806553,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 2-3 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness early life (M),335
837,fitness.early.life.m,-1.1284493968622304,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 2-3 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness early life (M),335
843,fitness.early.life.m,-0.8370491974434232,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 2-3 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness early life (M),335
850,fitness.early.life.m,0.2161010004560871,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 2-3 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness early life (M),335
852,fitness.early.life.m,-0.753275697610508,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 2-3 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness early life (M),335
853,fitness.early.life.m,-0.1710355987717757,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 2-3 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness early life (M),335
859,fitness.early.life.m,0.6029474896845286,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 2-3 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness early life (M),335
879,fitness.early.life.m,-1.3020115965160637,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 2-3 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness early life (M),335
882,fitness.early.life.m,-0.8973344973231853,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 2-3 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness early life (M),335
897,fitness.early.life.m,0.4552302799791479,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 2-3 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness early life (M),335
900,fitness.early.life.m,0.9127763290665803,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 2-3 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness early life (M),335
907,fitness.early.life.m,-0.298322098517905,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 2-3 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness early life (M),335
908,fitness.early.life.m,0.8608917191700632,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 2-3 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness early life (M),335
911,fitness.early.life.m,1.4025477880897397,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 2-3 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness early life (M),335
913,fitness.early.life.m,1.476648567941947,Wong and Holman (in prep),124,Male,Adult,Life history,"Mean number of L1 larvae sired by males in competition for matings/fertilisations with same-aged competitor males over 3 days, beginning when all males were aged 2-3 days. For each replicate measurement, 5 DGRP males were housed with standardised mates and opposite-sex competitors (15 females and 10 males, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness early life (M),335
21,fitness.late.life.f,-1.3515032062425016,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
26,fitness.late.life.f,-0.6052369042091161,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
32,fitness.late.life.f,0.67959386929172,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
40,fitness.late.life.f,-0.776397804675486,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
45,fitness.late.life.f,0.1614539378799208,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
57,fitness.late.life.f,0.27668832819390515,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
59,fitness.late.life.f,0.4716739087251911,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
75,fitness.late.life.f,-0.28473930333584196,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
91,fitness.late.life.f,-1.189923905802239,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
93,fitness.late.life.f,1.2494348608443917,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
109,fitness.late.life.f,1.282610300934786,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
129,fitness.late.life.f,1.3331480110724885,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
136,fitness.late.life.f,1.3700924411731523,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
138,fitness.late.life.f,1.3375322510844343,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
142,fitness.late.life.f,-2.056535808163535,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
153,fitness.late.life.f,-0.3906684036244718,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
158,fitness.late.life.f,0.2520976881269019,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
161,fitness.late.life.f,1.6236405218640062,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
176,fitness.late.life.f,-1.6412579070320092,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
181,fitness.late.life.f,-1.3103346061303276,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
195,fitness.late.life.f,-0.09867210282885631,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
208,fitness.late.life.f,0.11443734775181258,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
217,fitness.late.life.f,0.09808997770727015,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
228,fitness.late.life.f,0.34094480836898766,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
229,fitness.late.life.f,0.3767163184664559,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
235,fitness.late.life.f,1.3066172510001988,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
237,fitness.late.life.f,0.9605168900571636,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
239,fitness.late.life.f,0.4053982685446069,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
280,fitness.late.life.f,0.0903944076863017,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
301,fitness.late.life.f,0.13388828780481143,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
303,fitness.late.life.f,0.191497547961782,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
306,fitness.late.life.f,0.4736168787304853,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
307,fitness.late.life.f,0.8924868598717991,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
309,fitness.late.life.f,0.738054009451009,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
313,fitness.late.life.f,-0.698800104464052,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
319,fitness.late.life.f,0.7808443195676017,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
320,fitness.late.life.f,0.4137344385673208,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
321,fitness.late.life.f,-1.1800657057753785,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
324,fitness.late.life.f,-0.36493040355434225,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
332,fitness.late.life.f,-1.406584906392585,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
338,fitness.late.life.f,-0.01959320261338648,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
350,fitness.late.life.f,-0.4357256037472411,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
352,fitness.late.life.f,0.4076004285506072,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
354,fitness.late.life.f,-1.4291548064540824,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
356,fitness.late.life.f,-0.2520898032468804,Wong and Holman (in prep),125,Female,Adult,Life history,"Mean number of L1 larvae produced by females aged 17-18 days over a 24h period. For each replicate measurement, 5 DGRP females were housed with standardised mates and opposite-sex competitors (15 males and 10 females, giving an overall population size of 30 and 1:1 sex ratio). Fitness was estimated on the latent scale from a generalised linear mixed model, and is scaled to have a mean of zero and unit variance.",114,No,Fitness late life (F),336
